,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,id,temperature,reaction_scale,base_amount,reaction_volume,solvent_1,solvent_2,amine_molecular_weight,amine_molecular_volume,amine_surface_area,amine_ovality,amine_hardness,amine_dipole_moment,amine_electronegativity,amine_E_HOMO,amine_E_LOMO,amine_V0_frequency,amine_V0_intensity,amine_V1_frequency,amine_V1_intensity,amine_V2_frequency,amine_V2_intensity,halide_molecular_weight,halide_molecular_volume,halide_surface_area,halide_ovality,halide_hardness,halide_dipole_moment,halide_electronegativity,halide_E_HOMO,halide_E_LOMO,halide_V0_frequency,halide_V0_intensity,halide_V1_frequency,halide_V1_intensity,halide_V2_frequency,halide_V2_intensity,ligand_molecular_weight,ligand_hardness,ligand_dipole_moment,ligand_electronegativity,ligand_E_HOMO,ligand_E_LOMO,ligand_.P1_electrostatic_charge,ligand_.P1_NMR_shift,halide_.C1_electrostatic_charge,halide_.C1_NMR_shift,amine_.N1_electrostatic_charge,amine_.N1_NMR_shift,halide_.C2_electrostatic_charge,halide_.C2_NMR_shift,amine_.C1_electrostatic_charge,amine_.C1_NMR_shift
543,49.35,C1=CC=C(C=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,703,100.0,0.00049,0.00098,0.002,37.8,2.44,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,0.0,0.0,0.0,0.0,0.0,0.0,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915,0.0,0.0,-1.05403,152.2662,0.0,0.0,0.0,0.0
544,69.12,C1=CC=C(C=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,704,100.0,0.00049,0.00098,0.003,37.8,2.44,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,0.0,0.0,0.0,0.0,0.0,0.0,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915,0.0,0.0,-1.05403,152.2662,0.0,0.0,0.0,0.0
545,57.01,C1=CC=C(C=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,705,100.0,0.00049,0.00098,0.002,37.8,2.44,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,0.0,0.0,0.0,0.0,0.0,0.0,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915,0.0,0.0,-1.05403,152.2662,0.0,0.0,0.0,0.0
546,72.84,C1=CC=C(C=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,706,100.0,0.00049,0.00098,0.002,37.8,2.44,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,0.0,0.0,0.0,0.0,0.0,0.0,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915,0.0,0.0,-1.05403,152.2662,0.0,0.0,0.0,0.0
547,9.81,C1=CC=C(C=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,707,80.0,0.00122,0.00244,0.0025,37.8,2.44,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,0.0,0.0,0.0,0.0,0.0,0.0,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915,0.0,0.0,-1.05403,152.2662,0.0,0.0,0.0,0.0
548,5.65,C1=CC=C(C=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,708,100.0,0.00049,0.00098,0.002,37.8,2.44,107.15,150.37861,284.39349,0.45197,0.23283,1.4438,0.08662,-0.31945,0.14621,0.0,0.0,0.0,0.0,0.0,0.0,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915,0.0,0.0,-1.05403,152.2662,0.0,0.0,0.0,0.0
549,68.91,CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2.COC1=CC=CC=C1Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2C3=CC=CC=C3OC,711,105.0,0.00252,0.00403,0.0249,2.38,-0.36,198.26,318.17502,481.61652,0.46442,0.276,1.5792,0.07392,-0.34992,0.20208,0.0,0.0,0.0,0.0,0.0,0.0,187.03,175.45334,326.25162,0.46784,0.22116,2.7927,0.09638,-0.31754,0.12478,1353.2582,37.5474,1320.2298,136.0767,559.9627,0.1255,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.01756,116.0906,0.0,0.0,0.0,0.0,0.0,0.0
550,0.0,C1CCNCC1.C1=CC(=C(C=C1C(=O)O)Cl)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1CCN(CC1)C2=C(C=C(C=C2)C(=O)O)Cl,712,80.0,0.0015,0.00225,0.002,2.38,-0.36,85.15,140.97808,211.77042,0.35136,0.28876,0.8584,0.06736,-0.35612,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,235.46,206.70043,393.75629,0.50619,0.20716,0.8324,0.15205,-0.3592,0.05511,1824.9368,317.6609,772.8221,59.2802,57.0957,1.2529,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-1.00814,169.8647,0.0,0.0,0.0,0.0
551,93.74,C1CCNC1.C1=CC2=C(C=C1Br)NN=C2.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1CCOC1,[Li+].C[Si](C)(C)[N-][Si](C)(C)C,C1CCN(C1)C2=CC3=C(C=C2)C=NN3,713,60.0,0.00609,0.015,0.015,7.58,1.28,71.12,126.27366,175.45657,0.31329,0.289,0.9537,0.06942,-0.35842,0.21958,0.0,0.0,0.0,0.0,0.0,0.0,197.03,170.71239,357.59268,0.52223,0.20434,0.4096,0.11657,-0.3209,0.08777,197.031,0.2528,684.698,4.8115,109.0773,0.1301,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653,0.0,0.0,-0.9183,174.8201,0.0,0.0,0.0,0.0
552,0.0,CN1CCNCC1.CN1C(=NC(=N1)Br)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CN1CCN(CC1)C2=NC(=NN2C)Br,723,100.0,0.00059,0.00118,0.008,2.38,-0.36,100.16,131.52275,241.95859,0.42046,0.28332,0.4655,0.05962,-0.34295,0.2237,0.0,0.0,0.0,0.0,0.0,0.0,240.88,184.95849,285.53555,0.3953,0.24633,3.8812,0.12449,-0.37082,0.12184,719.1232,5.2768,1291.9263,228.3685,1393.1612,4.7328,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,25.02,C1CC(C1)N.C1=CC(=C(N=C1)Br)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1CC(C1)NC2=C(C=CC=N2)Cl,724,115.0,0.00208,0.00362,0.008,2.38,-0.36,71.12,107.69678,175.45538,0.34835,0.2978,1.3519,0.07656,-0.37435,0.22124,0.0,0.0,0.0,0.0,0.0,0.0,192.44,134.5284,293.26126,0.50199,0.22329,3.3062,0.13493,-0.35823,0.08836,166.407,0.4988,386.6949,4.6127,1030.4702,70.6067,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,-0.16347,127.6397,-1.20707,165.0935,0.0,0.0,0.58782,37.2842
554,43.01,C1CNCC1O.C1=CN=CC=C1Br.CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1CCOC1,[Li+].C[Si](C)(C)[N-][Si](C)(C)C,C1CN(CC1O)C2=CC=NC=C2,725,65.0,0.00633,0.0139,0.001,7.58,1.28,87.12,119.74261,204.48921,0.37829,0.28249,1.2774,0.07086,-0.35335,0.21163,0.0,0.0,0.0,0.0,0.0,0.0,158.0,130.33876,254.77611,0.44541,0.23483,0.6563,0.13395,-0.36878,0.10089,172.9812,1.817,679.3894,48.0645,1294.0929,0.0089,393.5,0.08724,0.8236,0.09982,-0.18706,-0.01258,0.4118,322.2633,0.41187,133.5376,-1.00754,160.8101,0.0,0.0,0.0,0.0
555,39.89,C1C(CN1)(F)F.COC(=O)CC1=NC=CC(=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CN(C)C=O,C(=O)([O-])[O-].[Cs+].[Cs+],COC(=O)CC1=NC=CC(=C1)N2CC(C2)(F)F,726,120.0,0.00044,0.0013,0.005,36.71,2.1,129.53,112.98074,231.93649,0.44601,0.26071,3.4236,0.13722,-0.39793,0.12349,0.0,0.0,0.0,0.0,0.0,0.0,230.06,261.77184,421.80011,0.46324,0.23182,1.3611,0.12886,-0.36068,0.10296,1818.401,173.1647,588.0212,4.3099,735.4124,2.2429,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,-0.91297,136.4289,0.0,0.0,0.0,0.0
556,52.48,CC(C)(C)OC(=O)N1CCNCC1.CC(=O)C1=CC=C(C=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)OC(C)(C)C,727,120.0,0.00603,0.0121,0.01,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,0.0,0.0,0.0,0.0,0.0,0.0,199.04,164.0817,362.57153,0.54367,0.20725,2.2612,0.13917,-0.34642,0.06807,1779.7591,169.5317,612.5978,10.3066,1289.0211,207.1493,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,11.38,CC1=CC(=C(C(=C1)C)S(=O)(=O)N[C@H](CN)C(C)C)C.C1=CC2=C(C=NN2C3=CC=C(C=C3)F)C(=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=CC(=C(C(=C1)C)S(=O)(=O)N[C@H](CNC2=C3C=NN(C3=CC=C2)C4=CC=C(C=C4)F)C(C)C)C,728,110.0,0.00301,0.00451,0.01,2.38,-0.36,-1.0,363.31119,667.57739,0.58925,0.21946,4.7582,0.10648,-0.32594,0.11299,0.0,0.0,0.0,0.0,0.0,0.0,291.12,307.64364,602.68884,0.59435,0.19228,2.0405,0.11304,-0.30532,0.07924,1659.9785,22.7619,145.415,0.0263,593.2369,1.0313,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,0.0,CN1CCNCC1.CCOC(=O)C1=C(C2=CC(=C(C=C2N=C1)OC)Br)NC3=C(C=C(C=C3)Cl)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CCOC(=O)C1=C(C2=CC(=C(C=C2N=C1)OC)N3CCN(CC3)C)NC4=C(C=C(C=C4)Cl)Cl,731,100.0,0.00148,0.00295,0.01,2.25,0.73,100.16,131.52275,241.95859,0.42046,0.28332,0.4655,0.05962,-0.34295,0.2237,0.0,0.0,0.0,0.0,0.0,0.0,470.1,472.94753,957.50415,0.70889,0.17618,3.0151,0.13377,-0.30995,0.04241,1745.6659,201.2597,760.5786,28.9258,361.7786,9.4633,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,69.75,CC(C)(C)OC(=O)N1CCC[C@H](C1)N.CC1=C(N=CC=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(N=CC=C1)N[C@@H]2CCCN(C2)C(=O)OC(C)(C)C,732,115.0,0.0403,0.00169,0.075,2.38,-0.36,200.28,281.55928,481.61652,0.50385,0.2859,2.3072,0.0737,-0.35959,0.2122,0.0,0.0,0.0,0.0,0.0,0.0,172.02,116.22883,291.09216,0.54929,0.22593,3.3803,0.11871,-0.34464,0.10722,1068.2696,95.6785,295.603,4.1577,752.6537,4.9594,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.53961,37.664
560,82.37,CC(C)(C)OC(=O)N1CCC[C@H](C1)N.CC1=C(N=CC=C1)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC1=C(N=CC=C1)N[C@@H]2CCCN(C2)C(=O)OC(C)(C)C,733,115.0,0.002,3e-05,0.0025,2.38,-0.36,200.28,281.55928,481.61652,0.50385,0.2859,2.3072,0.0737,-0.35959,0.2122,0.0,0.0,0.0,0.0,0.0,0.0,172.02,116.22883,291.09216,0.54929,0.22593,3.3803,0.11871,-0.34464,0.10722,1068.2696,95.6785,295.603,4.1577,752.6537,4.9594,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.53961,37.664
561,0.0,CN1CCNCC1.CCOC(=O)C1=CN=C2C=CC(=CC2=C1NC3=C(C=C(C=C3)F)F)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CCOC(=O)C1=CN=C2C=CC(=CC2=C1NC3=C(C=C(C=C3)F)F)N4CCN(CC4)C,734,100.0,0.00114,0.00341,0.01,2.25,0.73,100.16,131.52275,241.95859,0.42046,0.28332,0.4655,0.05962,-0.34295,0.2237,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,442.73497,907.97827,0.70247,0.18029,2.3316,0.14105,-0.32133,0.03924,1068.2696,95.6785,295.603,4.1577,752.6537,4.9594,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,0.0,CC(C)(C)OC(=O)N1CCNCC1.C1=CC2=C(C(=C1)Br)NC=C2.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC3=C2NC=C3,735,100.0,0.00161,0.00242,0.005,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,0.0,0.0,0.0,0.0,0.0,0.0,196.04,254.71106,363.72537,0.40681,0.20297,1.6261,0.08863,-0.29161,0.11434,517.1946,1.8254,159.0875,1.5147,830.3585,12.2526,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,62.37,CC(C)(C)OC(=O)N1CCNCC1.COC1=CC=CC=C1Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC=C2OC,736,100.0,0.00321,0.00513,0.01,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,0.0,0.0,0.0,0.0,0.0,0.0,187.03,175.45334,326.25162,0.46784,0.22116,2.7927,0.09638,-0.31754,0.12478,1353.2582,37.5474,1320.2298,136.0767,559.9627,0.1255,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.01756,116.0906,0.0,0.0,0.0,0.0,0.0,0.0
564,52.81,CC(C)(C)OC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)N.CC1(CCN2C(=C(C=N2)C3=CC(=NC=C3F)Cl)C1)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1(CCN2C(=C(C=N2)C3=CC(=NC=C3F)NC(=O)[C@H]4CCC[C@H](C4)NC(=O)OC(C)(C)C)C1)C,737,120.0,0.00429,0.0129,0.01,2.25,0.73,242.31,441.30687,583.30316,0.45225,0.28514,1.4744,0.09798,-0.38312,0.18716,0.0,0.0,0.0,0.0,0.0,0.0,279.74,328.68648,664.646,0.62717,0.20258,5.1043,0.12403,-0.32661,0.07855,623.5295,4.8612,120.4916,0.1116,387.0061,2.2145,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,60.61,CS(=O)(=O)CC1=CC(=CC(=C1)F)N.COC1=C(C=CC(=C1)F)C2=NC(=NC=C2F)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=C(C=CC(=C1)F)C2=NC(=NC=C2F)NC3=CC(=CC(=C3)CS(=O)(=O)C)F,738,100.0,0.00047,0.00012,0.003,2.25,0.73,203.24,196.71372,446.6633,0.59348,0.20714,3.3183,0.10585,-0.31299,0.10129,0.0,0.0,0.0,0.0,0.0,0.0,256.63,228.35437,581.69312,0.69974,0.19534,2.8277,0.1415,-0.33685,0.05384,1338.1422,186.6029,607.6058,7.1845,1353.7122,17.73,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,-1.17703,186.9379,0.0,0.0,0.0,0.0
566,35.11,CC(C)(C)OC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)N.CC1(CC2=C(C=NN2C1)C3=CC(=NC=C3F)Cl)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1(CC2=C(C=NN2C1)C3=CC(=NC=C3F)NC(=O)[C@H]4CCC[C@H](C4)NC(=O)OC(C)(C)C)C,740,120.0,0.00049,0.00147,0.003,2.25,0.73,242.31,441.30687,583.30316,0.45225,0.28514,1.4744,0.09798,-0.38312,0.18716,0.0,0.0,0.0,0.0,0.0,0.0,265.71,368.07373,628.32825,0.54981,0.2017,5.0472,0.12552,-0.32722,0.07617,120.0556,0.0286,616.4547,5.0219,387.2136,2.9938,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,53.6,CC(C)(C)OC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)N.CC1(CC2=C(C=NN2C1)C3=CC(=NC=C3F)Cl)C.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1(CC2=C(C=NN2C1)C3=CC(=NC=C3F)NC(=O)[C@H]4CCC[C@H](C4)NC(=O)OC(C)(C)C)C,741,120.0,0.00138,0.00413,0.015,2.25,0.73,242.31,441.30687,583.30316,0.45225,0.28514,1.4744,0.09798,-0.38312,0.18716,0.0,0.0,0.0,0.0,0.0,0.0,265.71,368.07373,628.32825,0.54981,0.2017,5.0472,0.12552,-0.32722,0.07617,120.0556,0.0286,616.4547,5.0219,387.2136,2.9938,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,15.56,C1CCNC(C1)C2=CC=CC=C2.C1=CC=C(C=C1)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],C1CCN(C(C1)C2=CC=CC=C2)C3=CC=CC=C3,742,100.0,0.00068,0.00171,0.002,2.25,0.73,161.24,244.87878,429.68234,0.49336,0.23324,0.8425,0.08612,-0.31937,0.14712,0.0,0.0,0.0,0.0,0.0,0.0,157.01,133.90402,260.90005,0.44798,0.23056,1.8257,0.10435,-0.33491,0.1262,679.0804,21.4934,252.2156,0.0016,173.7674,0.2223,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653,0.04661,123.3019,-0.88247,183.2247,0.0,0.0,0.0,0.0
569,60.33,CC(C)(C)OC(=O)N1CCNCC1.COC1=C(C=CC(=C1)Br)OCC2=CC=CC=C2.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],COC1=C(C=CC(=C1)N2CCNCC2)OCC3=CC=CC=C3,743,80.0,0.00341,0.00478,0.025,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,0.0,0.0,0.0,0.0,0.0,0.0,293.15,299.24942,609.50146,0.61226,0.21623,1.9286,0.08713,-0.30335,0.1291,1633.9233,4.639,715.6749,2.1134,1297.6752,117.8549,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,24.88,C1=CC=C(C=C1)N.C1=CN=CC=C1Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)NC2=CC=NC=C2,744,100.0,0.0361,0.0505,0.28,2.38,-0.36,93.13,120.73896,248.08307,0.4564,0.21509,1.9659,0.06405,-0.27914,0.15105,0.0,0.0,0.0,0.0,0.0,0.0,158.0,130.33876,254.77611,0.44541,0.23483,0.6563,0.13395,-0.36878,0.10089,172.9812,1.817,679.3894,48.0645,1294.0929,0.0089,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.41187,133.5376,-1.17925,178.5423,0.0,0.0,0.68658,125.2289
571,40.92,C1=CC=C(C=C1)N.C1=CN=CC=C1Br.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)NC2=CC=NC=C2,745,100.0,0.0158,0.0222,0.125,2.38,-0.36,93.13,120.73896,248.08307,0.4564,0.21509,1.9659,0.06405,-0.27914,0.15105,0.0,0.0,0.0,0.0,0.0,0.0,158.0,130.33876,254.77611,0.44541,0.23483,0.6563,0.13395,-0.36878,0.10089,172.9812,1.817,679.3894,48.0645,1294.0929,0.0089,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751,0.41187,133.5376,-1.17925,178.5423,0.0,0.0,0.68658,125.2289
